y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,Re_tau
-0.008963734437561056,-0.012063249207333973,0.0077576259787642265,1.022287319925013,-0.010271682279977736,-0.01268628208045526,-0.010630311177112566,0.016392961725686037,-0.0009497109630559693,0.003960658410518251,0.0016480855411592833,0.002384766247163666,0.007884446968418132,5200
0.0023312790810764918,0.06851768584876289,0.06726234401458983,1.0082949608520146,-0.004691276811855769,0.006162605416501794,-0.003044253604584768,-0.01645015662988102,-0.0019021709045673805,0.001157276237535359,-0.010863976415589453,0.020537096908298483,0.006365494163863913,5200
0.0028760341130921246,0.20693916118900393,0.21370810677184338,0.9815356860400352,0.008456946003616593,0.015519683320937255,0.005915440433691816,-0.009652445578177715,-0.0018256662139399093,0.012110180458918979,-0.00306343233038253,0.014672831494321414,0.013780191673980063,5200
0.0028943041700756913,0.42927633544881216,0.4378238178074255,0.9949779347851477,0.008657384441966988,0.01332962294263041,0.020491319892928912,0.006646603887690489,0.014817108441518637,-0.013028739854934305,0.003322786077327109,-0.003736009016406094,0.02567849959274556,5200
-0.0018856814081901476,0.7606149530973162,0.749223801048516,1.0050956315243196,-0.004597530198730336,0.0041929015913250425,0.1229043234875939,-0.00030910927498879737,0.03356206284421065,0.008634893053373324,0.01012756465707268,0.002876850129844942,0.08151602734300017,5200
0.0003768329574844202,1.117756941333007,1.1164704805045056,0.9902327594468868,-0.01943512563963433,0.0062274448461582255,0.23374870125944175,0.006085039151223118,0.08990491329574708,-0.0038622433006843112,0.01700905565922609,0.011684250239040957,0.1653693498609388,5200
0.010044638517086627,1.6087848724156313,1.6129826109999437,0.9952031716427173,-0.002043416754497769,-0.006929766838957827,0.4976468025128825,-0.002893570324809115,0.1639717426510639,0.004160222361851438,0.00837929163696944,0.009758610998672226,0.31559109197810803,5200
0.0006368069296118788,2.1467679008497664,2.145417908430398,0.9858200779192089,-0.011750656542212244,-0.017761932248398896,0.8849630354787869,-0.0002969110076061661,0.23799983938025235,-0.021314734498751077,0.01456144933577331,-0.0025769433207301655,0.5623016740359861,5200
-0.007886130567008091,2.7360506300125604,2.724533282398326,0.9813140624503104,0.006324554042951928,-0.004256370653373007,1.385004607615649,0.00599612943268107,0.3646501357293537,-0.050047235358922304,0.012052834771872868,-0.0010890616308000469,0.8735318463251517,5200
-0.006622493808598871,3.352434022232558,3.307867308078542,0.9482582799504006,0.010427533241535494,-0.008409481876814806,2.0075076808456194,0.009656413661779679,0.490771527185233,-0.04087285984448899,-0.01229473083803448,0.003662220704301805,1.2501620742531712,5200
-0.006808944914368137,3.9763036750531877,3.87425500843478,0.9306900258303579,-0.0012970304594915512,-0.0009273357478034351,2.713956603414254,0.018192526705910247,0.6012005845431696,-0.06913552747928353,-0.008837360385456747,-0.009682138570711783,1.6523310572728842,5200
0.00023241706620452185,4.592073542985288,4.491091232969891,0.900002238349649,-0.00741207412608484,-0.02609041691149342,3.4380279060463734,0.009952849266655683,0.7197235643278033,-0.09229549225120778,-0.004659705134122109,0.017878378423404926,2.08560531395739,5200
0.009153056493317846,5.25964732635266,5.046603140653887,0.8639997836740438,0.01608965824471904,-0.04004709855697636,4.212584676265989,0.03796530906162253,0.8329946892847176,-0.10582753865821948,-0.002934861831008205,0.005472792359984003,2.5515987891862997,5200
-0.005701457149210222,5.949601820197553,5.6081777644896835,0.826581371717576,-0.022042331687637737,-0.03915866767646434,4.976782076861544,0.04170131608427771,0.9644626357813854,-0.17959696858064858,-0.0014865224163221323,-0.014733702881233525,2.9974563218148114,5200
0.005333995737060807,6.639800063932963,6.194902645104867,0.7628545052111878,-0.0012053689715358993,-0.06714435132613344,5.721849537902106,0.05541628426039608,1.0790231960194259,-0.22621609739958684,-0.0004538880719587668,-0.010089783498046005,3.423468473268448,5200
-0.00894037003745551,7.386055968071402,6.731994077118817,0.7288796151160126,0.0010439601993766456,-0.08988819900322634,6.388953950593114,0.05717763132311724,1.1912784542302368,-0.2847679513145291,-0.00792220318455731,0.006261144620960578,3.8369196182054184,5200
-0.0019462923232101675,8.133325905106368,7.2661310390690055,0.6691564395011133,-0.008918925928589814,-0.10363241169788914,6.986952828733162,0.11431903846833585,1.2971776767770005,-0.33473883053939674,0.0032709131453382686,0.0038128167606799193,4.198252148983016,5200
0.011192687080326575,8.884672962099541,7.763030056610329,0.6268976132597313,0.015831567492364893,-0.1234838822592224,7.517685355788015,0.12286455854305989,1.4119831851040765,-0.3754846913237483,0.012256957917678358,-0.0005071837912688797,4.508428271166731,5200
0.012238195900664932,9.671733067913367,8.23155964966432,0.5726810124721237,0.01236201796032976,-0.1340674291725121,7.95031936108386,0.13191277088062542,1.5034718048790598,-0.43048746187429976,0.012110976476207626,0.0055070315102629325,4.817462432696799,5200
0.0050942231012337125,10.481549234757853,8.683776379011665,0.5297518491423063,-0.00519256720284588,-0.15554363087022455,8.329345933005719,0.15357807049057187,1.5964531388011423,-0.47009498870650684,0.01634573926506473,0.02777430256624946,5.036190414460749,5200
-0.008837511849373413,11.314946951125256,9.088902203379657,0.47467659667228446,0.009013795480674033,-0.18298430946684813,8.604283723569761,0.1969883094700639,1.6912371719480168,-0.5156645181280196,-0.006544873385818934,-0.012694489432197451,5.255647107044731,5200
