y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,Re_tau
0.2653954169609461,0.03094908952618736,0.019800123236524976,1.0867675043183869,-0.18893139989741484,-0.11983730426492059,-0.11956444795209825,0.16254452958953156,-0.03245616226589346,-0.2652124184166074,-0.06876203026878654,-0.010877247259603607,-0.09594344519944756,5200
-0.15053328462760063,-0.051493037979210024,0.16923166989298988,0.9509104675288039,-0.33957647767546795,-0.019650543039924723,-0.004448727615741857,0.25447010230947426,0.13168310804111158,-0.08323853432689551,0.007310452085301093,-0.08833919996423402,-0.11944463436324784,5200
0.17579857682266364,0.20117401405860325,0.24141800529624163,1.1517176285373203,-0.06589662620796607,0.094588158383008,0.01870174244444264,-0.12494736905740166,0.11888792333601651,0.05416889417730128,-0.09138643510374925,0.07456484406640358,-0.0818052444964813,5200
0.1352606987592995,0.5459746933545416,0.26773519759986314,1.1349183475329105,0.08112262799570698,0.2810130634566617,0.2753079362009751,-0.042942364868754364,0.047372543933736556,0.014360735134520436,-0.09178829862513277,0.05413962442255977,-0.09871599661658101,5200
-0.13772090601763654,0.782213610722263,0.4584144649961789,1.2994884612113509,-0.22239708955948104,-0.012993682895648154,0.13312870491688572,0.02844058826301038,-0.07995140924190527,0.09370979409679313,0.43759764222102665,0.2664115156133068,0.1510522884116801,5200
0.3038706974653281,1.1514654896272465,1.1150847535269637,1.2265614425697238,0.20940563083297403,0.36565687121006374,0.44863927261653186,-0.18978794222888287,-0.16680495593878483,-0.02011198298599631,0.1356584055057983,-0.01392500156932591,0.06114116505285312,5200
0.13374900720667898,1.6558351586556195,1.7342309140608045,0.8987661224309804,0.31107219808151626,-0.2376162520793378,0.5156105366592133,-0.09125024665154537,0.02864711003363521,-0.11513675125704731,0.0031464009485689163,0.20502461190223503,0.17077794587160575,5200
0.10413534694204456,2.3065742113474417,2.121742650564213,0.9956470517661329,-0.16699841584681568,0.03031215732207192,1.0022741367670627,0.08001607225633134,0.31640527373210275,0.12247619471343821,-0.047387581749006244,0.2856616678858153,0.5512323701344539,5200
-0.14351869079916252,2.8641386892541365,2.7577249619776287,1.058660250314585,-0.03259610098801113,0.07054217385883883,1.4328405744161112,0.15342068782053886,0.09558365747329428,0.12927829916613937,0.03523588600330876,0.006223878063921362,1.0330458348653642,5200
0.07868067743410564,3.4450659129180905,3.3252150519956616,0.8885577313806261,0.11206283917895422,-0.0046415853021246276,2.075729461201981,0.004004316857443223,0.4533295067880257,-0.05732590660740666,0.2101451432995734,0.10559617930449022,1.2020734362499819,5200
-0.006362401303061287,4.113040277362362,3.93479771721124,0.9114625194948455,0.09309851313383956,0.0064088120562309,2.7003232060654767,-0.21976224901685407,0.6778577323890096,0.015473317420839947,-0.14436304344579157,0.01890111074983331,1.858376395140808,5200
0.1818464234730935,4.5197895655135785,4.881224175764168,1.042954546349292,-0.2921684826814468,0.24815255165025296,3.4852901498491775,-0.009448565463546308,0.5558526813397265,-0.22832009641689904,-0.22255672913951835,-0.1374932372352566,2.055195123590152,5200
0.10288500794091857,5.52983928510827,4.863882958983839,0.8646990582931641,-0.11107888159028234,0.2961971598785251,4.217425774617692,0.33482024559176765,0.727103199867712,-0.03889890954633096,0.11667847840406172,0.1050382818571826,2.6091519547931,5200
0.11945224756872368,5.985433050676522,5.681637033302569,0.8655776290479886,0.08770233906756987,0.16969090781290497,4.8156479977115945,-0.035088235336510606,0.9125241736604952,-0.48202424051390463,0.1981276607769509,0.0015918997254565097,3.106097122705164,5200
0.06661546396595674,6.57060001803691,6.392775976373478,0.9705461745342432,-0.03066847396297965,0.06816069447053721,6.076782528464294,0.31985905708604334,0.9581635768926282,-0.15817303009746397,-0.10043739924252447,-0.17170793802390327,3.35117055963434,5200
0.19429097022602618,7.440417359138867,6.802954894826874,0.7445334847730631,0.09194554343627191,0.005825142308928319,6.265757019762807,-0.1475329685343086,1.1535649658058078,-0.018146773125323923,-0.08687699838908339,0.2556337292264401,3.775772854517425,5200
0.029440033334711666,7.9736159009054575,7.468531094917415,0.45735932783288424,0.2004945857509246,-0.06341341100009334,7.187599416318037,-0.019322252194596337,1.2266611427330147,-0.07267180903689,-0.18679817248894098,0.0031346594161876596,4.425314984381898,5200
0.02749838987470513,8.76273826802351,7.607200934948458,1.0460394338834864,0.027559944617874192,0.07702593898257257,7.327441359380826,0.00432354884035524,1.4321702573586192,-0.5483646088775619,-0.14874389029882817,0.21222423418339756,4.593963415858132,5200
0.0842293083918692,9.56124051749142,8.40938452350878,0.7365394701518269,0.2894780676639633,-0.5260856716529175,7.997201200709818,0.2970287891363198,1.526019408312664,-0.5453059597838281,-0.17481420616781493,-0.014892725541526841,4.827808935087339,5200
-0.25989661842023976,10.52876933307978,8.79425128265895,0.28000228691217227,0.16003563337173848,-0.09278399231352007,8.306007211132783,0.19732741908147747,1.621600204114019,-0.24032355106768066,0.14985616713308403,-0.06972223985980217,4.8323256877840794,5200
0.011833499942747816,11.150596723115173,8.964507251016329,0.6539707596714505,0.44653198416850365,-0.2135550825822235,8.605127041247833,0.1378409476826971,1.7270039291066062,-0.6314024789074139,-0.07067582417830408,0.060016702537486366,5.179870477514923,5200
-0.18945494064342905,12.062341516557254,9.417053913227125,0.5556465303804827,-0.03954079247509048,-0.3679117942290951,8.757821633450593,0.18741269947299702,1.6838721981252667,-0.26951087948005226,-0.0834066501700048,0.21294343145493164,5.237811529856131,5200
-0.12079518778559496,12.743961931540742,10.136389594158665,0.39806888828641984,0.13540716997750565,0.016230736179967287,9.057153789556914,0.15424228305589166,1.8112679374935348,-0.5730464862440112,-0.09235894682639581,-0.20582055539110966,5.598120330299853,5200
-0.12411626070609358,13.458612460656951,10.328846222742065,0.36360938517397035,-0.1395854805856823,0.09510424465682044,8.979039269023717,0.5229001646699931,2.079608304654927,-0.5975753725598507,-0.18321506894962203,-0.2528615783158366,5.406627751207585,5200
0.24109855052989082,14.559797025715504,10.608050181436353,0.5405375400199743,0.42292608606193816,-0.28331523465754976,9.18350868951664,0.5989714252803091,2.105603537572758,-0.7053851899335951,0.32685858669287016,0.06288228977192646,5.680754221355785,5200
