y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,Re_tau
0.037674900014708336,-0.0852298542114536,-0.15248117394650657,1.0433153120329643,0.03407214749497984,-0.051286318279409805,0.0007396602460778205,-0.07782095757920221,0.1352491052413867,0.2063011631763843,0.030781905082794703,-0.10034741547329062,0.022867413732753146,5200
-0.28602021039430986,0.15208357297262326,0.07854877517507224,0.9691569130262279,-0.01716520220292022,-0.04289804853859094,-0.014299581123991033,0.26462018498778006,-0.1252212266341225,-0.1081151048246405,0.128241590209904,-0.05520914759960735,0.0958027632059328,5200
0.01265086035921745,0.21172458894916404,0.15268904458553273,1.1455790254481337,-0.11101386297522756,0.0432572635203262,-0.08845529898525462,0.12219748719210155,0.11006338164513943,0.06004935752684394,-0.0905117414212826,0.04076856090008217,0.08370562510232334,5200
-0.017094731172689,0.5531988426033881,0.1836110083501441,0.9651745220306077,0.1302780896781163,-0.035941828671573355,0.010856763615008102,-0.36868932017522615,0.05067550937584479,-0.05319299331109752,0.010470437999860239,-0.04579599791756377,0.18209642259839848,5200
-0.05807228878922817,0.8642219689072234,0.7780885273686032,1.1179687068248372,-0.08815200277932683,-0.028528423463406026,0.08170577707706247,0.04714955906210054,0.20532577343445008,-0.06126763278979767,-0.005190887120420222,-0.11273487278345865,0.016668407445114483,5200
-0.032596846212067584,1.1310581218089972,1.335260718126315,1.0135183314593788,-0.00722864560062263,-0.11322752370255863,0.04402546440944283,0.15085836797453378,0.11031649064983164,-0.09850580051505439,-0.0592400201699793,0.06383824224748684,0.2739529995093907,5200
0.01342587515029991,1.6761084535234576,1.6432162123683036,1.1168068309158603,-0.002278149616329374,-0.017916273195563777,0.48876500909530113,-0.012850954527407924,0.18508975248857729,0.054474512456816816,-0.04074793459317338,-0.07287620072112674,0.30517557776245596,5200
-0.056622250875208405,2.141412658195353,2.313619204293736,0.8024645599669717,-0.026542060561703565,-0.08223737412978328,1.0116503073329435,0.008828749064193061,0.06542337691381137,0.12601466790614857,0.11162994649977594,-0.08635688264648267,0.6635992047361797,5200
0.00825315451037643,2.7416502886720315,2.7562705248291652,0.9219514724400797,0.10542379748074032,0.07927643726638453,1.376822125291277,-0.11628623984443578,0.5187883843976953,0.2041313386075683,-0.002545001273727978,-0.02068661316886249,0.9402688653039674,5200
0.0449383259967872,3.305418199455865,3.2622646168054543,0.9590168206986531,-0.0777789912693547,-0.12510297649450705,2.0713315696036774,-0.04484895266481991,0.4196550213192316,0.05252505760815799,-0.11752783728463664,0.06912901408434063,1.292519697879343,5200
