y/delta,y^+,U,dU/dy,W,P,nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau,u'p',v'p',w'p',u'u',v'v',w'w',u'v',u'w',v'w',k
0.1917195786723058,994.2380161384748,22.27235859215124,0.0026574528105602,0.0014746080215292,-1.148679414926709,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5440467449070383,-0.1513013772690948,0.0002587208354666,3.95732883993746,1.14579338541749,1.650708748369637,-0.8040893360994616,0.0041791196608901,-0.0005376593922086,3.376915486862294
0.0025101798339043,13.01753444011904,9.859274626459758,0.4069764578706155,-0.0015816901128553,-0.2581323788835346,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.4492930018371384,-0.1885856125053101,0.0033482454041822,8.984189789328289,0.2578621850813868,1.869417270479614,-0.5899453502913321,-0.0007763777102943,8.562272466603456e-05,5.555734622444644
0.0024956149166223,4.978143773719019,4.81014159301966,0.8800709898168427,0.0019604316865165,-0.0263811751425964,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.2896012754437484,-0.097683933781523,0.000286593011121,3.668573813833558,0.0263811751425964,0.7249779949958303,-0.1174449790880041,0.0016941162037559,-3.355439486315542e-05,2.209966491985992
0.0049381110642487,9.850328544154747,8.341761136417077,0.5690670229483318,0.0034392290627688,-0.1429068561789132,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.2972514324524815,-0.1650494682356022,0.0006497232467423,7.605036070578931,0.1429068561789132,1.381386680333147,-0.4260272303610929,0.004278983836158,-0.0001355494302344,4.564664803545496
0.0555746184988732,288.2042555414498,19.04355172801781,0.0089496409454606,-0.0024101990788868,-1.263037704650979,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5550272197931738,-0.2025421121616008,0.0038357140733865,5.307395989041832,1.261897923588848,2.194735253884839,-0.9344412501122952,0.0021600451660343,2.859458312605224e-05,4.382014583257759
0.8519009148838617,4417.870524368263,26.41269417082728,0.0004156888538604,-0.0013559286171039,-0.5092315367699715,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.1116003545188505,-0.0240630540575366,0.0070666555275821,0.9532094166410072,0.5076037788397519,0.5398465527585842,-0.1464596042712989,-0.0026604283681995,-0.0005136527933985,1.000329874119672
0.207031659744881,37.69806179512845,14.55279522098163,0.0752275068253202,0.0072578389546491,-0.6499254067700024,1024,192,512,25.132741228718345,9.42477796076938,7,0.00035,1.0,1.0,0.0637309,182.088,0.5694450217703284,-0.0615216359899467,-0.0079582739455059,4.029219604518538,0.649925406770002,1.204603737601327,-0.7197078748144099,-0.0009323917755932,-0.0003901763917769,2.941874374444934
0.9312187782104564,4829.204805531941,26.53984614225143,0.0001986883486401,-0.0052121956084876,-0.4853229901176729,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.0661962715065721,-0.0108363990395909,0.0076510664015618,0.816542080335919,0.4839627521544335,0.4953116772719949,-0.0679620951862747,-0.0019165173252885,-0.0002758707213957,0.8979082548811738
0.6273632898598445,1251.4369242121,23.3788285738038,0.0025167873486142,-0.0008767457350841,-0.6384241672355218,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.300668350742582,-0.06262112370997,-0.0004097422171359,1.654820445468637,0.6384241672355218,0.7829536788619644,-0.3711523404326756,-0.0048305590563429,-0.0007643390719448,1.538099145783062
0.0575769499174054,298.5881403329763,19.13490648993092,0.0086491742882062,-0.0023326734348975,-1.26160444507848,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5548000496172754,-0.2011317270197936,0.0037106541494733,5.285390776416185,1.260489302897036,2.180671943474595,-0.9327376146076568,0.0020732021132263,2.027679907225718e-05,4.363276011393908
0.2000385340862563,1037.379263289073,22.38472199098866,0.0025534379715311,0.0015669666050187,-1.140783396134973,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5417762415171875,-0.1493236052386062,0.000278332846708,3.889898796879944,1.137642856596884,1.629647479206047,-0.7958184066927159,0.0042196448345866,-0.0005577937672559,3.328594566341437
0.7042003751753825,3651.910716823824,25.95837098945916,0.0007571006974283,0.0022911757776434,-0.5998733416347651,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.2474514996492308,-0.0529739393402907,0.0028592005268566,1.371874675195074,0.5970233454158592,0.6984236580170586,-0.2929910606676562,-0.0010526281377089,-0.00065166082515,1.333660839313996
0.5781237600529161,1153.216058045388,23.11857827565949,0.0027698080180495,-0.0034167268628141,-0.6876764182450499,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.3374060441157467,-0.0709558638356808,0.0013587221870867,1.841589184464679,0.6876764182450499,0.8618079395966115,-0.4203517492911413,-0.0036869999549544,-0.0006243430313271,1.69553677115317
0.026636837835355,53.13400218055522,14.95482222674931,0.0446253792543743,0.0047063910843975,-1.119641830164056,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.8958034122748663,-0.1974759637193376,0.0047256398620474,5.49778530738921,1.119641830164056,2.408789118063916,-0.9282886485670612,0.0069840472557468,-0.0006592129130905,4.513108127808591
0.8617744891151933,4469.073864809221,26.43331060855482,0.0003896550908757,-0.0018009536099346,-0.5052466073578875,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.1044568084569314,-0.022323397375845,0.0071754910847215,0.9321270234194728,0.5036939313734095,0.5325266169211998,-0.1366811435859591,-0.0024720774951692,-0.0004903247787402,0.984173785857041
0.6757446299632051,3504.342148900698,25.84213769973148,0.0008179400721044,0.0026267999788393,-0.6234266693679124,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.2742129172156447,-0.0584883980181937,0.0021031354100128,1.469977212901179,0.6203503193050575,0.7389394895172873,-0.3212846057297128,0.0001549732385977,-0.0006768425538522,1.414633510861762
0.6851989314952613,3553.3711842465,25.88174779898091,0.0007977821083945,0.0025328370864556,-0.6153737501828275,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.2653278537807018,-0.0565851997867783,0.0022630123029376,1.43694990662176,0.6123870897807872,0.7251516604853465,-0.3118820596627676,-0.0003019541373654,-0.0006709880003283,1.387244328443947
0.0758507102373784,41.2245612691114,14.39005111086759,0.06272559372502,0.0059438861796632,-0.9181671970046068,1536,384,1024,25.132741228718345,9.42477796076938,7,0.0001,1.0,1.0,0.0543496,543.496,0.7785443079379116,-0.1288820374016263,0.0031993786272225,4.769283850320332,0.918167194077756,1.866480800738405,-0.8615764732586636,0.0062500503403718,-6.005366611431528e-05,3.776965922568246
0.8954414360905656,4643.667189090653,26.49352064296015,0.0002990740100933,-0.0036369268525615,-0.4939035005134826,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.0833350749324365,-0.016636879350782,0.0077318720913542,0.8682423667226283,0.4925178977360435,0.511078829051985,-0.1033543125625548,-0.0020716443639701,-0.0003918666782388,0.9359195467553284
0.7871499167137546,4082.078507666253,26.24584535240014,0.0005757257969313,0.0009376708113333,-0.5419200526665103,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.1677817105947573,-0.036280881399144,0.0050586743452389,1.115789271582512,0.5398147144201658,0.5983931414589458,-0.2106413149349347,-0.0031519894298747,-0.0006125516391772,1.126998563730812
0.2974238983106809,161.6487133796732,17.75694266530586,0.0170916659311787,-0.0002881335444028,-0.9403595450699612,1536,384,1024,25.132741228718345,9.42477796076938,7,0.0001,1.0,1.0,0.0543496,543.496,0.3944978394349214,-0.1147070750774535,0.003311762273192,2.504984981550226,0.9403598194720428,1.323885532137673,-0.684634761781784,0.006228993535782,-0.0002573418098689,2.384615166579971
0.0425152049333673,42.53695683633031,14.43897444094514,0.0599574286071507,-0.0009374390556539,-0.9857643609249386,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.8705164970359424,-0.1593838935765925,-0.0026200382178791,5.34356920688374,0.985764360924938,2.142009400278305,-0.8975592794617266,4.789399256044182e-05,8.13202204389605e-05,4.235671484043491
0.1837957954600563,183.8898302486481,17.97581444761282,0.0143081952864109,-0.0039091074109781,-1.092317115462205,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.4317954539879897,-0.1368189167726031,0.0015366498745713,3.393334633437846,1.092317115462203,1.582441468847485,-0.8015356474317575,0.0020808799340545,0.0002941853731232,3.034046608873767
0.8359025628453391,836.3302326980893,22.37346488856842,0.0025817779139933,-0.0056560754409185,-0.4520838665124816,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.104562486454561,-0.0243988646399737,0.0012970425626995,0.9092492938559144,0.4520838665124808,0.4798832008549101,-0.1615263696320106,0.0031932620096746,-0.0002683006521935,0.9206081806116526
0.000643357941787,3.336388115074059,3.298192924991181,0.9562887308572536,-0.000520315464249,-0.0085647452930013,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3186508837123821,-0.0653383410730967,0.001133235913965,2.002918592492006,0.0085547588218119,0.4790678189993579,-0.0430261676001718,-0.0002090492999646,6.487550667019493e-06,1.245270585156588
0.3497112722571132,697.5887910392606,21.5696276804236,0.0042422909958237,-0.0063675903354876,-0.940965616207988,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.4315556351623256,-0.1080344882895051,0.0022622572414326,2.864797955579264,0.940965616207988,1.259391703732581,-0.6468361818390669,-0.0032170757391745,-0.0004905261158422,2.532577637759917
0.0738240150535536,13.44249611331326,10.24501391087453,0.4190292015165136,0.0029688714838837,-0.1668773391292722,1024,192,512,25.132741228718345,9.42477796076938,7,0.00035,1.0,1.0,0.0637309,182.088,0.1071726265012825,-0.0920047770193968,-0.0005823592561627,7.111571191330707,0.1668773391292721,0.8876718001968574,-0.5073569591904077,-0.003940943700915,0.0002288665132695,4.083060165328418
0.0818096031304955,424.2561875048043,20.04629098580072,0.0061334553164257,-0.0013299994893341,-1.243550952746419,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5584808536474811,-0.1875877842403388,0.0009694091552415,5.014824424344015,1.242382085306964,2.036987416769379,-0.9109759183897044,0.0006926384398685,-6.258129716844575e-05,4.14709696321018
0.004612842897956,23.9217288259395,12.62570548053014,0.1552686694971091,-0.0020667557033558,-0.6448791615897287,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8073292772762504,-0.1816638018807701,0.0042154661119109,8.43083999089512,0.6442525627571307,2.490913644653254,-0.8393068115701771,-0.0003463825801232,0.0001243965405738,5.783003099152753
0.3708037968762384,67.51906672503175,16.05326477692437,0.037155239038181,-0.0010090633811947,-0.6987640949894657,1024,192,512,25.132741228718345,9.42477796076938,7,0.00035,1.0,1.0,0.0637309,182.088,0.5337814063261843,-0.0727680463286961,0.0003336485385095,2.277335794242843,0.6987640949894653,1.041319233268359,-0.5910654222816102,0.0028459986407021,-0.0011136169265997,2.008709561250334
0.4454429238962351,445.6708242737897,20.49719176054607,0.0069479661236666,-0.0052853650216267,-0.8098825563485709,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.3680675843316588,-0.0874922094222736,-0.0009666529625002,2.21903558745683,0.8098825563485704,1.055843990451504,-0.5477943451607021,0.0035437138636149,0.0001726557561101,2.042381067128452
0.0856838471389904,85.727685260702,16.09239891631188,0.027196158905407,-0.0020646364196302,-1.164787348436042,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.6589067183293652,-0.1800925579831029,-0.0007718183281927,4.062174825554814,1.164787348436041,1.959623122378493,-0.8870040905850496,0.0005268559044606,5.565542552022448e-05,3.593292648184674
0.4741216135110022,2458.745923029949,24.78766500981773,0.0012051225799809,0.0018628105321834,-0.8339223943348264,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.4250888692213535,-0.0961664755257349,-0.0020489089220317,2.267279986378624,0.8291385774320951,1.071594565318382,-0.5224574538647954,0.0116405497057134,-0.0008717563180327,2.08400656456455
0.0539375058237062,53.96510167781492,15.01962931945196,0.043674982990192,-0.0011827366618389,-1.086430048476281,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.8360996060784879,-0.1716532123396497,-0.0021596204033973,4.763093411482227,1.086430048476281,2.116588307459627,-0.9025149204408875,0.0004899487260182,0.0001972153943348,3.983055883709067
0.0249156823288708,129.2101659149504,17.02644640642952,0.0187700255523853,-0.0026156358002609,-1.27840132497742,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.64732800703849,-0.2390688699812098,0.0051656067003899,5.61040158603558,1.277195872498835,2.506178514914049,-0.9553338796777008,0.0014549413087609,9.752366981308729e-05,4.696887986724231
0.5818700744555583,1160.689042596685,23.13921309035877,0.002752666769889,-0.0031917201909575,-0.6838139929714342,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.3348740984929029,-0.0703266769860216,0.0012064964556566,1.82690182249414,0.6838139929714342,0.8557264184764936,-0.4165967400188428,-0.0038709223865735,-0.0006071542420995,1.683221116971034
0.9126258003250072,496.0085159852606,20.93802802164164,0.0025659540583477,-0.0026682514597057,-0.4126607032213992,1536,384,1024,25.132741228718345,9.42477796076938,7,0.0001,1.0,1.0,0.0543496,543.496,0.0520938318673343,-0.0099529338259569,-0.0001070972783911,0.6803173522417731,0.4126607609693634,0.4150121504298456,-0.0843982381417277,0.0041584125388698,0.0002426702397452,0.753995131820491
0.0159135025492829,82.52578747555475,15.96478567772003,0.0281147829387129,-0.0024959930866953,-1.251829747164654,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8004826090646804,-0.2453304795135198,0.0058195512385578,5.792262991859256,1.250703017623819,2.668597094846447,-0.9550187584759932,0.0011142703489129,0.0001252454540621,4.855781552164761
0.2173738228668202,39.58124963676869,14.68917982624352,0.0697606856239929,0.0069602098225472,-0.6668335126971237,1024,192,512,25.132741228718345,9.42477796076938,7,0.00035,1.0,1.0,0.0637309,182.088,0.5804475370151675,-0.0621529066305928,-0.0080046898818169,3.841563803636607,0.6668335126971232,1.202109939818581,-0.7147279291274066,-0.0004300027375497,-0.0003236835229084,2.855253628076156
0.9890264523841088,5128.989458127226,26.57438059529775,3.204811346833441e-05,-0.0065327265447555,-0.4790844663687515,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.0536431652987571,-0.0017414042784497,0.0084931186422881,0.7772449080387106,0.4777965306253131,0.4836989685994716,-0.0108396016150389,-0.0010654125740718,-4.951209195749022e-05,0.8693702036317477
0.7425481470017278,3850.778317347421,26.10087498974108,0.0006758439106059,0.0019336398643513,-0.5709042644826376,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.2107099439853427,-0.0453984542600528,0.0037504447465596,1.247925870805194,0.5684238183718516,0.6494014110092301,-0.2549012725577811,-0.0022282066366956,-0.000631407157595,1.232875550093138
0.0960139427376822,191.524424720428,18.02411617977111,0.0133887846614124,0.0049049425175968,-1.204626681145297,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.4733220188182057,-0.1719370822895372,0.0008626869761519,4.374723289973129,1.204626681145297,1.905948147901495,-0.8903930055176349,0.0053556251873356,-0.0003114526738251,3.742649059509961
0.2331270345497056,233.2463085045534,18.61567368553297,0.0117582995797421,-0.0044946677022945,-1.041361721935893,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.4091924821321726,-0.1223577617797867,0.0002549724053824,3.14950978871541,1.041361721935892,1.460543933290067,-0.7548960930979154,0.0010570859973992,0.0002223240644834,2.825707721970685
0.0652974301076101,130.2524652200766,17.05754466425792,0.0187775814376208,0.0047149660903748,-1.229198141799305,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.5582526736384392,-0.1974696546811603,0.0047171806039396,4.59286377282382,1.229198141799305,2.083046766642665,-0.9156822473799326,0.0050633600115366,-0.0001617201696245,3.952554340632895
0.106954110313764,107.00883086451,16.61612150454248,0.0224049497390478,-0.0033473884179494,-1.160790046210612,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.569826589490776,-0.1721089267641342,0.0023310795334793,3.852752025856009,1.160790046210612,1.853785307958387,-0.8706787456413572,0.0006081595187853,0.0002773410658504,3.433663690012504
0.0942569004865079,188.0195534822471,17.97680080949323,0.013612029376105,0.004906747425561,-1.206216485287599,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.4759035010164828,-0.1731799474702075,0.0010540974560303,4.386426018720091,1.206216485287599,1.914306913078266,-0.8919466142635789,0.0053053716668661,-0.000329567677457,3.753474708542978
0.6044953621824245,1205.820979609845,23.26113514800532,0.0026447230443477,-0.0019694323779815,-0.6608422041981492,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.3184605921099193,-0.066511869873504,9.098315086596894e-06,1.739461397214042,0.6608422041981492,0.8189269737347799,-0.3938947554565104,-0.0046631257386095,-0.0005840470276362,1.609615287573485
0.4950603808673232,90.14474816679636,16.79355083037899,0.0291120429761078,-0.0037747886292324,-0.6107093911870916,1024,192,512,25.132741228718345,9.42477796076938,7,0.00035,1.0,1.0,0.0637309,182.088,0.4086653378936265,-0.0629679725641312,0.001499247516452,1.711598271299144,0.6107093911870913,0.8504764862700621,-0.4756046445161842,0.0054645975163629,-0.0006826254122585,1.586392074378149
0.5489666904118593,2846.884793827441,25.22482515219907,0.0010539754027145,0.0022878869934264,-0.7491883178593519,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3770130485992861,-0.0826034894748927,-0.0005800769664826,1.947553165860151,0.7449298355743614,0.941803255824369,-0.4476627030093161,0.0083314986320531,-0.0008255981827575,1.817143128629441
0.7648569852511511,1525.703350125373,23.96660008723839,0.0017453429409596,0.0059514893971335,-0.5236581392895331,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.1838093267752166,-0.0375885612028782,-0.0025181280133802,1.198269149610893,0.5236581392895331,0.5909390793977135,-0.2345319975694405,-0.0045021654006631,-0.0006356799860887,1.15643318414907
0.5418560654099809,2810.00982391393,25.18571903397654,0.0010670222699691,0.002249613673831,-0.757095048911522,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3821680983855628,-0.0839783987920256,-0.0008126423212207,1.976510628165311,0.7527284137066591,0.9538424063783552,-0.454765389377579,0.0088017480045327,-0.0008324935357592,1.841540724125163
0.929237377735366,505.0368426625823,20.9590912544961,0.0020985607062144,-0.0028984629196159,-0.4087025709792497,1536,384,1024,25.132741228718345,9.42477796076938,7,0.0001,1.0,1.0,0.0543496,543.496,0.0452294282882197,-0.0079569674133071,-0.0004080163205687,0.6618470643627422,0.4087026512533966,0.4074742766060244,-0.0683600615314623,0.0043372179097888,0.000164148945132,0.7390119961110816
0.56135693021387,305.0952732152269,19.64832486908975,0.0102417108870044,-0.0035890914450087,-0.6568128949308133,1536,384,1024,25.132741228718345,9.42477796076938,7,0.0001,1.0,1.0,0.0543496,543.496,0.2951215719085354,-0.0669098689065091,1.951726104197068e-05,1.570765936775153,0.6568128469022383,0.8469487270777241,-0.4269252006001202,-0.002444235327984,0.0010784012372552,1.537263755377558
0.9154748903551754,1826.149377078527,24.33773218499674,0.0006864357561523,0.01192739457778,-0.4504786574743695,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.0754717479957611,-0.0125062771535903,-0.0030930265412194,0.8515765931702267,0.4504786574743695,0.4662947275296636,-0.0842840702516377,-0.0047605390597246,-0.0002729551340705,0.8841749890871299
0.0601439425801724,60.17471381142636,15.27401175544509,0.0385378353702826,-0.0012332406756614,-1.118003678884176,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.8032115892005096,-0.1762233601456826,-0.0021652501645263,4.552631637790217,1.118003678884176,2.090983160681414,-0.901445320776521,0.0003725732333569,0.0002768173365214,3.880809238677903
0.8204091290805796,4254.557362204321,26.33823473881868,0.0004950719593494,-0.0002114244266949,-0.5236851607894472,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.1372357702778316,-0.0298155824294436,0.0063510350920721,1.027106214300594,0.521907253092186,0.5657477428568807,-0.1776607195703615,-0.0031769373721511,-0.0005776914277726,1.05738060512483
0.2021548075180888,202.2582352626691,18.22868333189631,0.0132594696652665,-0.0039999181894583,-1.073581618350272,2304,512,2048,25.132741228718345,9.42477796076938,7,5e-05,1.0,1.0,0.0500256,1000.512,0.4204239483006371,-0.1307516951597714,0.0012152591518984,3.301350922245759,1.073581618350271,1.533968753844067,-0.784210115894429,0.0019158038472192,4.469956435448631e-05,2.954450647220048
0.0045382568014016,9.052716702788729,7.868659977775718,0.6177096068642979,0.003238530833423,-0.1187096396317425,4096,768,3072,25.132741228718345,9.42477796076938,7,2.3e-05,1.0,1.0,0.0458794,1994.756,0.2849209868090644,-0.1581900217249291,0.0005762774036348,7.202238293413084,0.1187096396317425,1.291619895145881,-0.3777814597234713,0.0039513774258443,-0.0001153168846279,4.306283914095353
0.0218471444615574,113.2970441421443,16.71003688798764,0.0210931989983852,-0.0025599852586273,-1.275675312746544,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.6855553296756348,-0.2436201709778623,0.0054536532233284,5.648291751245786,1.274489665787725,2.556730998810844,-0.9560862540635214,0.0013450219945368,0.0001068037208675,4.739756207922178
0.7930025206305611,4112.429509623314,26.26310694449608,0.0005617738478826,0.0007325523686261,-0.5385164984791632,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.1622297117971246,-0.0351298154843563,0.0052505568990889,1.099433651736209,0.5364549259931825,0.5922322026290047,-0.2048356566964682,-0.0032304915767138,-0.000609409089559,1.114060390179198
0.1666058104653082,864.0005972332054,21.90276202176484,0.0030366390997141,0.0012848513243095,-1.171987197415236,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5517983130744826,-0.1582418416500429,-0.0001806809151117,4.17033777610024,1.169609621583741,1.718901707847122,-0.828963838546428,0.0031209156870917,-0.000459512211066,3.529424552765551
