epoch,mse_P,mse_U,mse_dUdy,mse_k,mse_total,mse_uu,mse_uv,mse_vv,mse_ww,r2_P,r2_U,r2_dUdy,r2_k,r2_total,r2_uu,r2_uv,r2_vv,r2_ww,rmse_P,rmse_U,rmse_dUdy,rmse_k,rmse_total,rmse_uu,rmse_uv,rmse_vv,rmse_ww,step
0,1.6018708492993028e-06,3.802244464168325e-05,4.798701525032811e-07,9.744359886099119e-06,1.1238137631153222e-05,3.2036605261964723e-05,1.4637870435763034e-06,2.720857082749717e-06,3.835297775367508e-06,0.9958871006965637,0.9988850951194763,-16.511213302612305,0.9995469450950623,0.9999995231628418,0.9994778037071228,0.9857088923454285,0.9917449951171875,0.9987132549285889,0.0010630557080730796,0.004527760203927755,0.0005204507033340633,0.002097394084557891,0.002513477811589837,0.003754029283300042,0.001160136773250997,0.001390008139424026,0.001663602888584137,0
