y/delta,y^+,U,dU/dy,W,P,nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau,u'u',v'v',w'w',u'v',u'w',v'w',k,u'p',v'p',w'p'
0.0006738422300787,0.0626189500091335,0.0626189457284293,0.999999726361912,4.409995442485692e-06,-2.560136472315225e-09,640,128,288,62.83185307179586,15.707963267948966,7,0.000666667,1.0,1.0,0.0619521,92.928,0.0006767902343733,2.560136472315225e-09,0.0002928426742057,-2.726494155266828e-07,4.828996758608483e-07,-2.2815706307592312e-10,0.0004848177343578,0.0082564131049167,-4.64939061065472e-05,5.473673862862291e-06
0.5157177682300171,47.92472734136154,14.51152584892493,0.050292962875252,-0.0027021644353993,-1.115010454935955,640,128,288,62.83185307179586,15.707963267948966,7,0.000666667,1.0,1.0,0.0619521,92.928,4.570348695929829,1.115010454935955,1.865562309086834,-0.9496207631249792,-0.0005239467168936,-0.0001546504459625,3.775460729976309,0.5839804690266188,-0.0867314812832472,-0.0048830069657191
0.2315037444408364,116.3618773922216,16.75741854509904,0.0210613723226149,0.0017475108938331,-1.22733163046842,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.765010865651274,1.22733163046842,2.316250262211037,-0.9792244871161278,0.0075757475441887,-0.0001105546211422,5.154296379165365,0.5589312666631501,-0.2176011478353828,-0.0008067190468377
0.0018733060068585,0.4111511883446703,0.4111431029305692,0.9999207429717074,1.088819427810118e-05,-4.459720800207398e-06,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,0.0323226176832774,4.459720800207398e-06,0.0127038536013623,-7.929038512024296e-05,-3.320973113858995e-06,-5.277959896463453e-09,0.0225154655027199,0.0593134425857053,-0.001955098285117,1.814558153230041e-05
0.2903071335151914,63.62173377841214,15.27885200264983,0.0362257011633241,0.0010495087455172,-1.197938724465714,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,5.560558004459586,1.197938724465714,2.129730093129729,-0.9637428311748816,0.0062137889906226,-2.176261274387492e-05,4.444113411027514,0.7218557429666173,-0.1737970648418455,0.0003079931961251
0.1640088830262488,82.22915317191396,15.9235740825949,0.0286299202366261,-0.0007006466433976,-1.229461529567311,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.668948474940563,1.229461529567311,2.48559445193106,-0.9712405047325046,0.0002061560376681,-2.108788578895487e-05,5.192002228219467,0.7363546966412667,-0.2261152263858825,-0.0006375233483347
0.1374206975928525,68.89863148171935,15.5094659438226,0.0338740417164649,-0.0005225070944498,-1.206377402976883,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.757128518026515,1.206377402976883,2.550239614522652,-0.9660174486275468,0.0001124801939956,-3.125440103690286e-05,5.256872767763025,0.7981887838920505,-0.2222413122692215,-0.0008712307673298
0.9936936310651032,499.4651673678616,19.88525541721613,0.0031231457030699,0.004611818129974,-1.176684896980269,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.182360873703997,1.176684896980269,1.460605791642881,-0.9982560329242376,0.0001460122517985,-2.187101402545694e-06,4.409825781163573,0.002666156255287,-0.0016564111846386,-0.0041940901935951
0.0908958877017165,45.68745169004087,14.52845293591295,0.0546415032343554,0.0014775898263659,-1.069957481797395,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,7.403582110337435,1.069957481797395,2.614881492410864,-0.9454207241542352,0.0080340341660888,-0.0001151268254475,5.544210542272847,0.8407278798680031,-0.1958492646968601,0.0005935962411941
0.2224129009612524,48.81494438100636,14.66239933612149,0.0495174671213283,1.250551119564415e-05,-1.102430475730036,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,6.032407002876912,1.102430475730036,2.217788931254229,-0.9506320448309408,-0.0022196655992777,-2.215426524200464e-05,4.676313204930588,0.8416722032056758,-0.1710061045887381,-0.000945991831719
0.0028814275114534,0.6324126123151812,0.6323666511751659,0.9997062796824192,1.674415081656607e-05,-2.330669301823248e-05,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,0.0761734436779429,2.330669301823248e-05,0.0284841758331027,-0.0002937992513659,-7.84482154558568e-06,-1.890228621221895e-08,0.0523404631020319,0.0897440974930484,-0.0043573846925926,2.764555212697284e-05
0.0289047243794461,14.52852524014629,10.4086471192467,0.3466677662620623,0.0011642630026173,-0.3160705271222394,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,9.781682295640127,0.3160705271222394,1.927154299039415,-0.653359586934259,0.0066688397160725,-9.511891752573656e-05,6.012453560900891,0.4456849219290479,-0.1866846283228879,0.0024918798343596
0.0134407766123032,1.248816650307437,1.248089077742576,0.9976410932692464,4.312622321390846e-05,-0.0002856771169767,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,0.2626122228076375,0.0002856771169767,0.0877168440784904,-0.0023592354246918,5.053185569055973e-05,-3.043887965444988e-07,0.1753073720015524,0.1506409849326845,-0.0135519943027955,-1.766838264413833e-05
0.1274893115065617,27.98121702234264,13.12321093520415,0.1167367376833935,8.418337477181498e-05,-0.7617089321020204,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,7.581385532593409,0.7617089321020204,2.168615922857611,-0.8833408174050683,-0.0021168573385505,-2.296695197364749e-05,5.255855193776521,0.8126131930605294,-0.1573414653943811,0.0002724129576799
0.478474565886107,240.4980485538728,18.5408807056469,0.0096012862818416,0.0016858767730347,-1.172270118366235,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.759585136020555,1.172270118366235,1.853948626124922,-0.9911520255629156,0.0073292865177519,-7.159068923058353e-05,4.892901940255856,0.3182839858656583,-0.1455467526444478,-0.0006113197428311
0.0015911408612142,0.7997630373260944,0.7996414204003939,0.9993843583417834,0.0001059053442094,-5.945476970882524e-05,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,0.1327342254074451,5.945476970882524e-05,0.0464218706534154,-0.0006157279749632,6.22392436872896e-05,-1.506804692347581e-07,0.0896077754152847,0.1128593722384828,-0.0069473971895975,0.0002817891998807
0.244181265612876,53.59264165100237,14.88531390208615,0.0440533777614209,-4.289138924977926e-05,-1.13986865791549,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,5.85609972799969,1.13986865791549,2.196870127786582,-0.9561132214081433,-0.0019929090266254,-2.472181966628205e-05,4.596419256850881,0.8124791914482599,-0.1736275055970322,-0.0009227236540915
0.082437913806958,18.09338469117819,11.45226839366208,0.2452250968730278,0.000136112994736,-0.4461519142532544,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,8.716949515073825,0.4461519142532544,1.9071656219585,-0.7548181139046157,-0.0013909780031878,-2.734350449456161e-05,5.53513352564279,0.5965794482181337,-0.1731654896045738,0.0007065623037709
0.0418001201556731,3.883755198153751,3.81707551694901,0.9346701947551362,0.0001275137213519,-0.012959399503392,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,2.27210043937033,0.012959399503392,0.4752105208559116,-0.0653329067315828,0.000440652029365,-6.531858974067411e-06,1.380135179864817,0.285939126246793,-0.0697328284006456,-5.710893421492099e-05
0.3367254091107701,168.8240583786762,17.67851164391951,0.0147567372102137,-0.0020578409575999,-1.211601726985357,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.699603261446395,1.211601726985357,2.099128427646211,-0.9849733979752554,-0.0002599036690689,-2.668829301589518e-05,5.005166708038981,0.5116190592277253,-0.1856905334699839,0.000685143665582
0.0181675360184299,9.131638902003036,7.900855708323003,0.6081810451266445,0.0009468384096019,-0.1260540639316193,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,8.176776595183576,0.1260540639316193,1.390111103039724,-0.3918262162770171,0.0048079763867483,-6.816668504150213e-05,4.846470881077459,0.3181602018538797,-0.1651785244538181,0.0022905513093807
0.2044390555549258,18.99495125277351,11.58022906997567,0.2212783748776401,4.327884082325698e-06,-0.4853843664361783,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,7.277681960876691,0.4853843664361783,1.689559306904205,-0.7787490459094211,0.0005002948624231,-7.93022252105901e-05,4.726312817108537,0.5554886173921091,-0.1447253886785827,-0.0011975056090163
0.001132413839837,0.2481721030163199,0.2481710405393372,0.9999827955347864,1.000115894134465e-05,-6.229925455342956e-07,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,0.0117899514908667,6.229925455342956e-07,0.0048128140023721,-1.7196883129747e-05,2.935745544706746e-06,-2.558629001010811e-10,0.0083016942428922,0.0359916553417014,-0.0007443511893299,-9.956165067258748e-06
0.0494271726026871,4.592403988572638,4.467398268265264,0.8995754981803211,0.0001464824741272,-0.0212165603646072,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,2.992475369289195,0.0212165603646072,0.5777520631050801,-0.1004287182536288,0.0005753905609012,-9.738219948445434e-06,1.795721996379441,0.2905640786173677,-0.0839628931190666,-6.98066020979899e-05
0.5652745616082546,123.8817222122,16.82645868275627,0.0191378066239999,-8.861949981314007e-05,-1.269208414834892,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,5.15829810334777,1.269208414834892,1.795940587475548,-0.9808272622583228,0.0073347823645972,-1.75991480342379e-05,4.111723552829105,0.328238809110168,-0.1103054257137278,0.00021876464389
0.8835866435931137,82.11012221277981,15.80557495418059,0.0315423746129339,-0.0073962421356808,-1.277351441580816,640,128,288,62.83185307179586,15.707963267948966,7,0.000666667,1.0,1.0,0.0619521,92.928,3.75227484308418,1.277351441580816,1.762249189445649,-0.9683215521443648,-0.0005062760207436,-8.651562215414647e-05,3.395937737055323,0.1344186848133334,-0.0222530374055443,0.001019622532441
0.1130289953682343,56.81232557413637,15.05593139813801,0.0416269440255522,0.001597873937176,-1.155763944923185,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,7.043807871208227,1.155763944923185,2.598779297333475,-0.9584815413669864,0.0078568465562097,-9.079533022408937e-05,5.399175556732444,0.8012199424036003,-0.211535743175467,8.855443352416998e-05
0.1504443323021919,75.61858229112212,15.72598875807011,0.0309979426396619,0.0017088839984423,-1.216254299330004,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.802764081316493,1.216254299330004,2.520145764949643,-0.9691905108053556,0.0078727947321447,-0.0001122843353215,5.26958207279807,0.7093817803633392,-0.2246867422872708,1.496714767464745e-05
0.7894422184658009,173.2659293587469,17.62358159542927,0.0139615923510331,-0.0013665036926709,-1.267338854233879,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,5.094714314018649,1.267338854233879,1.637045100570236,-0.9866342775757851,-0.0001404080278657,-4.170676479395342e-06,3.999549134411382,0.137265524813166,-0.0499794455167906,-0.0003943217240447
0.1853509412269928,93.163864583193,16.21930710970261,0.025644822249855,0.0017177214338583,-1.230513219386515,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.7514808428794,1.230513219386515,2.430935022695013,-0.9745790160254726,0.0076929182380977,-0.0001187431688256,5.206464542480465,0.6340264689885786,-0.2254071456555502,0.0001053193675173
0.8578769572227056,79.70752427461179,15.71791740792859,0.0329844933212469,-0.0031502546256949,-1.282627501857152,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,3.685683827971809,1.282627501857152,1.794300123454173,-0.9669444887725616,-0.0004559619600618,-8.387584222253602e-05,3.381305726641567,0.166479658300503,-0.0284473068244928,0.0005102592392526
0.6958834940547742,349.7753784071789,19.31722886546883,0.0051395283167875,0.0032730511807626,-1.165948218776589,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.444505844822115,1.165948218776589,1.5961125037001,-0.9960102730171762,0.0073812018910206,-1.640666530322888e-05,4.603283283649402,0.1514885722709211,-0.0820066565411407,-0.0032784423382136
0.327061819031947,71.67664027947446,15.55295875564951,0.0320491452046091,0.0009899117345869,-1.22378611305322,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,5.43294223395031,1.22378611305322,2.079462760164669,-0.9679294242595674,0.0066396059023765,-2.042156761259615e-05,4.368095553584099,0.6591588323054873,-0.1704316538201399,0.0004987965470947
0.5349669189761566,117.2397057118039,16.69606913936425,0.0201414375027854,4.587954960464872e-05,-1.267524612798642,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,5.174670352646596,1.267524612798642,1.824547074996052,-0.9798239171577862,0.0074424585540855,-1.449405542675357e-05,4.133371020220645,0.3621288191069192,-0.1191277653382198,0.0001915585017135
0.6911612006569279,151.6953172345669,17.3055834249711,0.0156364522206318,-0.0011132037202714,-1.264527750929932,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,5.134136180813235,1.264527750929932,1.691072096414636,-0.9848985915677916,-0.0002717673757781,4.001297574834266e-06,4.044868014078902,0.2147026637704354,-0.0756295921933267,-0.0003274862724282
0.1914495262751283,42.0191361944357,14.29043342083968,0.0608258278623492,5.422898760628123e-05,-1.028897620497804,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,6.374360761560943,1.028897620497804,2.23469587440417,-0.9392935102819804,-0.0024289688335476,-1.446022521099423e-05,4.818977128231459,0.8690506417878685,-0.1653459788759248,-0.0006752947028913
0.5385542785210315,50.03844416964252,14.58149646723512,0.0479829341374493,-0.0011748859982746,-1.147338901614988,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,4.361397092833918,1.147338901614988,1.875528752431868,-0.9519977899071465,0.0003991114242496,-8.636088598916232e-05,3.692132373440386,0.5542872915169749,-0.0827759277393199,-0.0013287909824031
0.0806941480253305,40.55970058485579,14.22406753683167,0.0647020205712331,0.0014322138062923,-1.008169792989414,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,7.668329364345969,1.008169792989414,2.605282798015651,-0.93534381152295,0.0080618282698395,-0.0001234835305833,5.640890977675517,0.844894105434787,-0.1873281887456666,0.0009465548116125
0.0212559060368715,4.665223404187998,4.534021596415609,0.8968823733630571,0.0001156690196258,-0.0224114632381544,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,3.430220047181976,0.0224114632381544,0.6572053981350438,-0.1031221857697597,-0.0003210290957983,-5.4854644790193e-06,2.054918454277587,0.3304747912421803,-0.091920007288923,0.0001854930016543
0.2733389468374053,137.043980256517,17.15917070215962,0.0180996798736903,-0.0013923749812701,-1.226649039127736,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.676148826338776,1.226649039127736,2.224987133018288,-0.981670933590706,-0.0001552762222455,-2.541906755924119e-05,5.063892499242399,0.5722298321967026,-0.2052297254641431,0.0005012169456581
0.0419342532716352,9.203684823438048,7.952156918623216,0.6041461579964906,0.000169202718196,-0.1259718064595618,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,7.515563751640848,0.1259718064595618,1.259032467764803,-0.3958705464480653,-0.0007778256513064,-2.053394412689297e-05,4.450284012932607,0.3383627517353047,-0.160017086332796,0.0004585810328243
0.9611169535804548,89.29981422541864,16.02872905502877,0.0320161451297775,-0.003504389097926,-1.291746370776474,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,3.635606588496513,1.291746370776474,1.784647841624547,-0.967908369505794,-0.0001756627995731,-2.620074225725733e-05,3.356000400448767,0.0452130773378481,-0.0078729226206908,0.0012889709250039
0.1914495262751283,41.95677400411503,14.28238107618622,0.0608334548980044,0.001260680254514,-1.031020939115194,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,6.336155438506539,1.031020939115194,2.221986093721293,-0.9391433623244416,0.0060897741537166,-1.608915611999878e-05,4.794581235671513,0.8540853520928904,-0.1648705494635653,-0.0010952963837049
0.0761301217856463,7.074635689911818,6.513145255599477,0.7415944831096608,0.0002115700915013,-0.0671427535539836,640,128,288,62.83185307179586,15.707963267948966,7,0.000666667,1.0,1.0,0.0619521,92.928,5.343248416618871,0.0671427535539836,0.883881265794168,-0.2583896994806398,0.0037039576529636,-0.0001060048965797,3.147136217983511,0.2776115794249061,-0.1230392009499302,0.0002170319941646
0.4154672609724325,208.3028700033887,18.19723721634735,0.0116691045599014,-0.0031870032537191,-1.196114239519819,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.680899050047278,1.196114239519819,1.96358598914703,-0.9879711671882582,-0.0006945559254141,-3.356180527818093e-05,4.920299639357063,0.4412375498547547,-0.1610167095906864,0.0010028358713229
0.1504443323021919,75.42829276352889,15.72099678312833,0.0310245560290981,-0.0006134315533494,-1.220382720916759,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.702862352835472,1.220382720916759,2.519444483024448,-0.9688555070830908,0.0001533967046453,-2.481161305116637e-05,5.22134477838834,0.7668939782812174,-0.2249579763498796,-0.0007634938438677
0.189036123546801,17.56678795408055,11.2611483906897,0.2530498413869523,-0.0006105970650179,-0.4278789861930326,640,128,288,62.83185307179586,15.707963267948966,7,0.000666667,1.0,1.0,0.0619521,92.928,7.535609651277073,0.4278789861930326,1.628316955104161,-0.7469016864544228,0.0033372102530586,-0.0001136202239146,4.795902796287134,0.5243681192114157,-0.1483474587876373,-0.002855082186174
0.5200120725087398,113.9623034339945,16.62918887059778,0.0206763342280725,0.0001135999295444,-1.266552151193473,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,5.183387795586222,1.266552151193473,1.839468896930074,-0.979287989747854,0.0075311974779864,-1.592151971019925e-05,4.144704421854884,0.3796051730167262,-0.1234723163940584,0.0001627230658598
0.052148428333228,11.44548098442774,9.158607829385504,0.4766337528473983,0.0001703399975435,-0.1998070575477114,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,8.418897881249896,0.1998070575477114,1.477980165424615,-0.5233888187022824,-0.0009599078169383,-2.54986455459386e-05,5.048342552111111,0.3836091956052314,-0.1742689371247439,0.0005906022867559
0.3787671488242206,83.13140660139955,15.90013011279829,0.0277263973900864,-0.0006507947100789,-1.238175628065533,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0,1.0,0.0548697,219.479,5.361419120376573,1.238175628065533,2.014398609648953,-0.9725508613672076,-0.0008983967394187,-2.263062875601951e-05,4.306996679045529,0.5887184515146536,-0.1623167207839351,0.0006730295254011
0.0026456316880318,0.2458123513168804,0.2458113194396926,0.9999831303772672,8.506078020542344e-06,-5.792636514843281e-07,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0,1.0,0.0619417,92.913,0.0103630328862263,5.792636514843281e-07,0.0043413261853111,-1.688225416984767e-05,1.905147009235759e-06,-2.229161927038877e-09,0.0073524691675944,0.0326890854584089,-0.0006875343334651,-3.429292637011807e-06
0.3273416776234325,164.5333739589528,17.61751868791119,0.0151707542384649,0.0018464950264276,-1.202670166300839,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.821117124592161,1.202670166300839,2.110162132569861,-0.9852761186782169,0.006895016173898,-0.0001036231941062,5.066974711731431,0.4537214829534487,-0.1912152204466106,-0.001234216733363
0.3851973343645632,193.1264333030503,18.01205431612794,0.0127536429357627,-0.0027353906902456,-1.201424844894218,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.694784510279388,1.201424844894218,2.013315523206657,-0.9869161323161278,-0.0004280848373263,-2.567002070268058e-05,4.954762439190131,0.4683254249677984,-0.1704625475656685,0.0009554994462782
0.3180650215618501,159.4682976558753,17.53638765767293,0.0156375176225292,-0.0018284021827936,-1.215950498830185,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.695857660828456,1.215950498830185,2.134424146457288,-0.9841011404746888,-0.0002343984790287,-2.957419552611109e-05,5.023116153057964,0.5286102737241003,-0.1915416375845009,0.0006113670863846
0.8429924885715221,422.651244167223,19.66408336102628,0.0039105974628323,-0.0073336565503249,-1.191701130365764,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,6.094082113832824,1.191701130365764,1.523884631698789,-0.9954820435691748,-0.0025443518878208,-4.219542805155947e-06,4.404833937948688,0.0930682637637287,-0.0391384281659937,7.746255330572705e-05
0.0419342532716352,9.19002528646054,7.943266356203339,0.6048326402604562,0.0002914431741635,-0.1256638265768409,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,7.486023446540864,0.1256638265768409,1.25270273242967,-0.3951658178243267,0.0028165246656296,-1.850153242645716e-05,4.432195002773688,0.3333453257337102,-0.1598798178162819,-7.062623815519423e-05
0.4616193331436672,101.1653484522374,16.34975787930864,0.0230896410951658,0.0004228298116824,-1.261266994482729,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,5.224153298133656,1.261266994482729,1.903185985058906,-0.9768775728325636,0.0078177554100032,-3.31622712501272e-05,4.194303138837645,0.4533154807720245,-0.1400394882411898,-5.597847741508056e-05
0.5001591698193881,251.3974887779517,18.64222637472335,0.009002272476466,0.0017270538741752,-1.16981163793328,3072,256,1536,62.83185307179586,15.707963267948966,7,0.0001,1.0,1.0,0.0502635,502.635,6.735226260846687,1.16981163793328,1.822599912148873,-0.991797476751876,0.007475866587353,-6.650066150148285e-05,4.86381890546442,0.2998943340526839,-0.1390747220198423,-0.0006596319289048
0.0,0.0,0.0,1.0,0.0,0.0,640,128,288,62.83185307179586,15.707963267948966,7,0.000666667,1.0,1.0,0.0619521,92.928,0.0,0.0,1.882956722227374e-35,0.0,1.748070833012212e-38,0.0,9.414783611136872e-36,4.258191890112493e-20,0.0,-8.039846150715094e-22
0.0042145872497643,2.113068110230344,2.106879044201531,0.9882464698324,4.409010266388957e-05,-0.0019453869264807,15360,256,1536,314.1592653589793,15.707963267948966,7,0.0001,1.0,1.0,0.050137,501.37,0.8971166657240601,0.0019453869264807,0.2417534384367461,-0.0117529943412139,-3.632631980202157e-05,4.019914426747097e-07,0.5704077455436435,0.2575626913401678,-0.0346114543306196,-0.0006691996668216
0.5051956388132749,110.7152347564036,16.56115032993313,0.0212366707736405,0.0001860599032327,-1.265464603816989,1280,192,768,62.83185307179586,15.707963267948966,7,0.00025,1.0,1.0,0.0547883,219.153,5.192559651029774,1.265464603816989,1.854797442963252,-0.9787250317194282,0.0076350573337485,-1.955121737165391e-05,4.156410848905008,0.3974590045001883,-0.1277463225498657,0.00010839685456
